City_State,Timestamp,Traffic_Congestion (%),Avg_Vehicle_Speed (MPH),PM2.5_Level (µg/m³),CO2_Emissions (Metric Tons),Noise_Pollution (dB),Renewable_Energy (%),Electricity_Consumption (MWh),Water_Consumption (Million Gallons),Temperature (°F),Sensor_Reliability (0-1),Traffic_Incident,Weather_Condition
"New York, NY",13-02-2024 08:00,34,45,14.59,76.35,40,66.04,2720.41,179.44,65.9,0.74,Accident,Foggy
"Philadelphia, PA",13-02-2024 09:00,54,38,14.4,117.8,88,13.36,2130.1,169.83,66.8,0.98,Clear,Cloudy
"Phoenix, AZ",13-02-2024 10:00,85,27,12.37,168.98,58,36.34,2542.48,73.77,66.7,0.77,Accident,Rainy
"Philadelphia, PA",13-02-2024 11:00,52,39,24.51,57.62,66,69.56,4075.39,73.94,45,0.94,Event Nearby,Rainy
"New York, NY",13-02-2024 12:00,24,68,32.19,111.79,40,39.39,3175.29,183.7,36.5,0.95,Clear,Snowy
"New York, NY",13-02-2024 13:00,88,42,26.72,357.97,62,54.19,3454.52,175.79,78.7,0.8,Event Nearby,Snowy
"Houston, TX",13-02-2024 14:00,71,49,26.52,74.63,60,21.65,1831.72,27.72,76,0.76,Event Nearby,Foggy
"Houston, TX",13-02-2024 15:00,89,39,8.33,73.54,79,20.66,4203.47,108.22,81.4,0.71,Clear,Cloudy
"Dallas, TX",13-02-2024 16:00,54,52,43.72,271.65,76,67.74,1091.72,75.63,56.6,0.75,Clear,Sunny
"Los Angeles, CA",13-02-2024 17:00,57,68,22.4,70.94,65,33.72,4606.04,160.07,53.9,0.77,Road Construction,Rainy
"Philadelphia, PA",13-02-2024 18:00,24,52,38.46,361.74,45,14.36,2591.54,37.95,90.4,0.84,Road Construction,Rainy
"New York, NY",13-02-2024 19:00,23,18,6.59,170.66,84,53.67,1085.36,31.24,98,0.81,Clear,Snowy
"Phoenix, AZ",13-02-2024 20:00,80,39,22.36,61.42,53,25.78,1621.41,28.15,47.8,0.84,Heavy Traffic,Foggy
"Dallas, TX",13-02-2024 21:00,61,59,43.33,89.36,51,30.48,1280.97,19.44,57.9,0.72,Clear,Rainy
"Philadelphia, PA",13-02-2024 22:00,77,28,38.39,223.54,89,67.24,2495.24,63.89,37.4,0.94,Road Construction,Rainy
"Houston, TX",13-02-2024 23:00,26,17,8.14,388.5,67,65.94,3335.25,184.09,35.5,0.97,Heavy Traffic,Rainy
"Houston, TX",14-02-2024 00:00,39,19,15.81,116.32,78,54.8,1114.33,31.58,72.3,0.74,Clear,Cloudy
"San Antonio, TX",14-02-2024 01:00,24,18,38.19,263.28,77,46.16,4246.26,138.15,69.7,0.85,Event Nearby,Foggy
"San Jose, CA",14-02-2024 02:00,38,46,22.83,319.19,89,46.94,2980.97,184.14,40.6,0.74,Road Construction,Sunny
"Chicago, IL",14-02-2024 03:00,58,26,19.74,83.58,78,37.22,1865.91,114.09,66,0.93,Heavy Traffic,Sunny
"Dallas, TX",14-02-2024 04:00,73,16,12.28,344.61,85,75.78,3952.73,63.32,31.9,0.91,Accident,Snowy
"Dallas, TX",14-02-2024 05:00,75,36,11.49,114.82,54,10.42,1966.05,143.5,82.3,0.86,Clear,Snowy
"Houston, TX",14-02-2024 06:00,82,59,18.24,141.65,81,50.52,3451.65,138.94,53.3,0.75,Event Nearby,Sunny
"San Jose, CA",14-02-2024 07:00,72,25,18.12,117.15,65,52.81,4107.85,117.7,52.1,0.92,Clear,Rainy
"New York, NY",14-02-2024 08:00,63,52,34.14,299.53,66,38.85,2439.72,48.88,38.5,0.77,Clear,Snowy
"Philadelphia, PA",14-02-2024 09:00,79,59,35.22,64.29,58,59.2,4517.62,57.93,31.4,0.93,Event Nearby,Foggy
"Chicago, IL",14-02-2024 10:00,51,31,23.88,316.68,76,45.47,3438.99,123.6,92.9,0.84,Clear,Snowy
"Houston, TX",14-02-2024 11:00,36,28,40.89,170.26,63,65.16,4502.75,59.25,64.4,0.7,Event Nearby,Sunny
"Philadelphia, PA",14-02-2024 12:00,62,46,21.81,137.72,70,52.96,4779.21,114.14,53.7,0.74,Road Construction,Cloudy
"Chicago, IL",14-02-2024 13:00,52,21,47.46,348.72,88,29.23,2100.28,124.1,44.1,0.95,Event Nearby,Snowy
"Phoenix, AZ",14-02-2024 14:00,27,54,29.26,240.68,88,67.29,1226.34,76.47,51,0.83,Accident,Sunny
"Dallas, TX",14-02-2024 15:00,45,39,48.71,192.41,63,36.37,2527.37,25.83,61.4,0.85,Road Construction,Sunny
"Phoenix, AZ",14-02-2024 16:00,90,48,17.05,199.92,81,53.52,1366.79,12.94,53.5,0.79,Accident,Snowy
"Houston, TX",14-02-2024 17:00,65,27,21.3,61.36,82,40.67,2481.12,67.51,94.5,0.89,Accident,Snowy
"San Antonio, TX",14-02-2024 18:00,47,57,8.45,204.8,80,35.76,1599.43,167.85,60.5,0.96,Clear,Sunny
"Philadelphia, PA",14-02-2024 19:00,61,47,9.26,158.9,47,26.03,1426.27,10.43,40.7,0.84,Clear,Sunny
"Dallas, TX",14-02-2024 20:00,22,39,18.28,101.02,80,39.99,2910.61,29.38,62.9,1,Heavy Traffic,Foggy
"Chicago, IL",14-02-2024 21:00,61,56,45.96,171.01,61,20.64,4549.98,124.11,69.1,0.94,Clear,Snowy
"Dallas, TX",14-02-2024 22:00,74,53,10.52,276.09,52,15.23,4518.77,14.87,36.6,0.8,Accident,Cloudy
"New York, NY",14-02-2024 23:00,35,24,14.34,107.94,62,43.58,1972.54,199.94,49.2,0.71,Road Construction,Cloudy
"Philadelphia, PA",15-02-2024 00:00,82,15,38.76,131.64,49,52.78,3418.93,16.55,73.8,0.73,Event Nearby,Rainy
"San Jose, CA",15-02-2024 01:00,29,22,34.04,161.87,44,33.49,3295.37,75.15,70.2,0.8,Heavy Traffic,Foggy
"Phoenix, AZ",15-02-2024 02:00,59,31,23.04,132.65,89,38.61,2630.9,125.39,83.3,0.95,Clear,Cloudy
"San Jose, CA",15-02-2024 03:00,23,66,22.32,233.52,60,78.76,4079.58,146.71,39.6,0.77,Road Construction,Snowy
"San Jose, CA",15-02-2024 04:00,91,53,29.03,75.62,69,23.62,4603.41,49.82,70.2,0.77,Heavy Traffic,Foggy
"Phoenix, AZ",15-02-2024 05:00,38,66,44.19,135.26,89,71.5,1675.17,17.45,83.4,0.75,Clear,Rainy
"Dallas, TX",15-02-2024 06:00,78,27,23.97,345.11,56,37.88,4724.1,22.88,81,0.8,Heavy Traffic,Snowy
"Houston, TX",15-02-2024 07:00,23,52,38.07,180.84,85,23.5,2896.41,186.31,84.8,0.98,Clear,Snowy
"San Diego, CA",15-02-2024 08:00,88,69,47.33,298.11,48,13.82,3587.31,63.96,34.9,0.85,Heavy Traffic,Sunny
"Chicago, IL",15-02-2024 09:00,79,62,37.03,196.44,70,23.04,2292.32,112.95,79.7,0.82,Road Construction,Cloudy
"San Jose, CA",15-02-2024 10:00,36,30,37.83,132.77,76,68.94,3913.05,26.09,94.5,0.7,Accident,Rainy
"Phoenix, AZ",15-02-2024 11:00,65,58,22.5,194.07,66,70.91,1935.83,124.51,45.8,0.8,Event Nearby,Sunny
"New York, NY",15-02-2024 12:00,41,21,22.84,68.69,47,74.1,1428.53,160.61,79.1,0.87,Clear,Foggy
"Dallas, TX",15-02-2024 13:00,42,67,43.57,95.28,52,12.57,1366.22,144.17,81.5,0.79,Road Construction,Rainy
"Philadelphia, PA",15-02-2024 14:00,22,24,44.33,52.11,69,50.13,3864.3,113.1,65.6,0.95,Accident,Snowy
"Philadelphia, PA",15-02-2024 15:00,58,16,19.3,290.21,79,48.33,2025.02,94.08,36.6,0.95,Accident,Snowy
"Los Angeles, CA",15-02-2024 16:00,36,17,44.69,356.6,67,11.52,3959.1,93.42,61.4,0.87,Road Construction,Sunny
"Phoenix, AZ",15-02-2024 17:00,28,57,15.09,202.18,66,31.55,4206.93,47.23,37.3,0.79,Event Nearby,Snowy
"Phoenix, AZ",15-02-2024 18:00,81,30,22.89,88.94,85,47.49,1268.26,53.27,63.9,0.85,Clear,Snowy
"Philadelphia, PA",15-02-2024 19:00,71,69,39.79,372.84,86,33.42,2113.98,124.34,85.4,0.91,Clear,Rainy
"Los Angeles, CA",15-02-2024 20:00,42,64,29.56,193.72,52,46.52,4293.42,30.12,94.1,0.8,Heavy Traffic,Foggy
"Houston, TX",15-02-2024 21:00,93,46,49.16,223.71,82,50.1,2570.77,152.37,94.8,0.74,Road Construction,Rainy
"Dallas, TX",15-02-2024 22:00,54,34,30.29,268.96,76,51.45,1364.77,132.62,40.1,0.94,Road Construction,Sunny
"San Antonio, TX",15-02-2024 23:00,83,59,42.95,65.73,81,45.46,1678.93,112.64,77,0.78,Event Nearby,Foggy
"New York, NY",16-02-2024 00:00,67,65,21.89,66.55,79,71.79,3690.52,171.53,37.6,0.89,Road Construction,Rainy
"San Diego, CA",16-02-2024 01:00,41,55,35.58,169.8,57,56.6,1143.62,53.63,64.3,0.75,Clear,Cloudy
"Chicago, IL",16-02-2024 02:00,81,31,12.6,75.78,85,13.03,4649.96,28.53,59.9,0.71,Event Nearby,Foggy
"Chicago, IL",16-02-2024 03:00,75,37,32.41,183.96,75,18.4,4896.53,117.3,36,0.97,Event Nearby,Cloudy
"Houston, TX",16-02-2024 04:00,89,38,37.91,186.73,73,10.14,1233.2,171.56,65.1,0.71,Heavy Traffic,Cloudy
"New York, NY",16-02-2024 05:00,69,18,35.7,285.08,77,61.67,4535.43,14.6,57.9,0.89,Heavy Traffic,Foggy
"Philadelphia, PA",16-02-2024 06:00,37,61,41.32,54.52,44,65.33,3771.29,187.68,91.2,1,Road Construction,Rainy
"Dallas, TX",16-02-2024 07:00,67,50,24.94,333.8,55,72.32,2885.51,11.99,47.1,0.7,Event Nearby,Snowy
"Philadelphia, PA",16-02-2024 08:00,45,63,35.28,267.06,66,73.91,2022.54,158.33,68.3,0.91,Event Nearby,Snowy
"Houston, TX",16-02-2024 09:00,83,42,38.59,166.38,59,31.9,1489.91,121.46,35.9,0.71,Event Nearby,Rainy
"New York, NY",16-02-2024 10:00,38,57,5.18,129.69,76,56.08,4198.62,17.63,61,0.98,Accident,Sunny
"San Antonio, TX",16-02-2024 11:00,48,59,13.42,78.6,69,30.04,4430.35,98.04,33.5,0.95,Heavy Traffic,Cloudy
"Phoenix, AZ",16-02-2024 12:00,53,31,44.77,223.96,45,66.58,4935.85,57.15,94.7,0.96,Accident,Cloudy
"San Jose, CA",16-02-2024 13:00,31,55,15.01,340.42,60,39.68,4997.69,195.7,46.6,0.76,Heavy Traffic,Rainy
"New York, NY",16-02-2024 14:00,47,17,49.7,301.78,42,10.99,2269.17,90.99,52.4,0.75,Accident,Cloudy
"New York, NY",16-02-2024 15:00,35,21,43.54,63.72,84,51.14,2242.44,185.24,98.6,0.72,Heavy Traffic,Rainy
"Phoenix, AZ",16-02-2024 16:00,76,16,10.92,313.08,49,38.58,4457.53,24.63,71.5,0.81,Accident,Foggy
"Philadelphia, PA",16-02-2024 17:00,88,50,10.19,169.93,83,44.79,1642.62,13.91,54.3,0.9,Clear,Rainy
"Philadelphia, PA",16-02-2024 18:00,78,54,27.28,159.48,75,66.06,2794.51,33.3,60.9,0.74,Event Nearby,Cloudy
"Dallas, TX",16-02-2024 19:00,52,68,32.58,221.59,71,24.85,2706.66,19.86,68.3,0.9,Event Nearby,Sunny
"Houston, TX",16-02-2024 20:00,85,23,29.38,228.83,87,14.18,1557.07,162.33,45,0.98,Clear,Rainy
"Phoenix, AZ",16-02-2024 21:00,63,48,22.23,168.85,61,18.46,4420.8,145.21,30.9,0.76,Accident,Snowy
"San Jose, CA",16-02-2024 22:00,72,38,49.99,368.17,64,18.36,3063.52,158.56,77,0.86,Accident,Rainy
"Philadelphia, PA",16-02-2024 23:00,79,36,45.79,121.92,69,44.22,1309.33,71.19,91.8,0.8,Event Nearby,Rainy
"San Antonio, TX",17-02-2024 00:00,47,52,20.75,327.29,84,35.49,3487.52,170.69,67,0.72,Clear,Rainy
"Philadelphia, PA",17-02-2024 01:00,75,17,11.46,118.49,56,47.37,2983.9,72.23,58.3,0.97,Road Construction,Foggy
"Houston, TX",17-02-2024 02:00,80,55,10.91,363.18,55,35.07,4936.28,122.65,92.4,0.91,Road Construction,Sunny
"Phoenix, AZ",17-02-2024 03:00,79,69,17.42,297.38,53,60.58,3483.46,32.23,74.9,0.83,Clear,Sunny
"San Antonio, TX",17-02-2024 04:00,27,50,37.4,159.38,65,74.87,2446.92,137.93,60.9,0.75,Heavy Traffic,Snowy
"San Jose, CA",17-02-2024 05:00,28,50,39.5,148.33,83,39.63,3446.7,175.01,63,0.93,Heavy Traffic,Sunny
"New York, NY",17-02-2024 06:00,88,48,22.09,184.68,74,76.57,1553.18,14.98,32.1,0.84,Road Construction,Cloudy
"San Jose, CA",17-02-2024 07:00,76,45,16.57,166,47,21.96,4972.21,146.71,64.3,0.83,Road Construction,Rainy
"Los Angeles, CA",17-02-2024 08:00,45,67,42.33,54.69,52,37.73,2027.34,112.45,94.5,0.99,Event Nearby,Snowy
"New York, NY",17-02-2024 09:00,58,61,35.33,387.85,48,14.51,1360.07,23.52,99.8,0.87,Heavy Traffic,Cloudy
"New York, NY",17-02-2024 10:00,82,47,31.71,158.65,67,58.36,3391.46,172.04,86,0.8,Event Nearby,Foggy
"Phoenix, AZ",17-02-2024 11:00,70,30,35.56,221.31,44,11.92,3652.37,71.09,48.1,0.79,Heavy Traffic,Cloudy
"Phoenix, AZ",17-02-2024 12:00,72,26,30.01,265.48,77,18.49,4676.95,95.92,34.1,0.77,Clear,Snowy
"Dallas, TX",17-02-2024 13:00,75,41,43.39,167.03,43,34.99,2177.29,79.29,50.7,0.76,Event Nearby,Foggy
"Philadelphia, PA",17-02-2024 14:00,55,17,30.73,67.93,61,21.94,1922.41,162.24,88.9,0.76,Heavy Traffic,Sunny
"Dallas, TX",17-02-2024 15:00,79,67,35.54,212.06,88,45.91,4242.73,172.25,59.8,0.9,Accident,Foggy
"Phoenix, AZ",17-02-2024 16:00,47,66,12.54,256.42,44,44.06,3680.98,186.92,96,0.82,Heavy Traffic,Rainy
"Chicago, IL",17-02-2024 17:00,87,31,8.54,385.64,67,57.63,1701.94,43.54,76.8,0.72,Road Construction,Snowy
"Houston, TX",17-02-2024 18:00,51,21,40.13,382.3,78,47.11,4502.92,73.75,62.1,0.77,Road Construction,Sunny
"Dallas, TX",17-02-2024 19:00,38,23,41.85,281.88,47,13.33,1051.46,14.25,44.1,0.71,Event Nearby,Foggy
"New York, NY",17-02-2024 20:00,79,48,45.83,94.41,65,49.93,2316.91,133.43,84.3,0.83,Road Construction,Cloudy
"Chicago, IL",17-02-2024 21:00,50,48,41.29,142.5,47,53.63,1201.94,198.64,99.7,0.75,Road Construction,Snowy
"Philadelphia, PA",17-02-2024 22:00,72,63,18.38,215.05,84,55.41,1153.04,50.44,87.6,0.96,Road Construction,Sunny
"San Jose, CA",17-02-2024 23:00,60,48,14.51,307.65,43,62.35,2593.49,178.42,67.6,0.72,Event Nearby,Snowy
"San Jose, CA",18-02-2024 00:00,59,69,12,191.31,79,49.64,2282.5,171.07,34.2,0.85,Heavy Traffic,Rainy
"Dallas, TX",18-02-2024 01:00,65,41,18.11,146.55,77,66.92,3725.97,10.99,82.2,0.71,Heavy Traffic,Cloudy
"San Antonio, TX",18-02-2024 02:00,34,27,19.21,244.55,85,55.14,3913.24,67.17,43,0.85,Accident,Cloudy
"San Antonio, TX",18-02-2024 03:00,34,51,35.11,218.51,81,34.66,1123.65,98.34,33.2,0.89,Clear,Foggy
"Chicago, IL",18-02-2024 04:00,59,45,43.23,61.05,41,75.33,4956.39,16.29,47.7,0.92,Accident,Cloudy
"Phoenix, AZ",18-02-2024 05:00,24,21,45.41,258.74,53,64.39,4458.01,44.42,44.7,0.88,Event Nearby,Sunny
"San Jose, CA",18-02-2024 06:00,75,36,24.65,59.79,74,64.72,3420.1,151.77,86.2,0.99,Clear,Sunny
"New York, NY",18-02-2024 07:00,40,45,43.31,220.44,50,31.31,2309.66,151.32,44.8,0.88,Heavy Traffic,Foggy
"Phoenix, AZ",18-02-2024 08:00,32,55,42.46,371.27,84,60.41,4616.37,136.32,53.7,0.98,Event Nearby,Foggy
"Philadelphia, PA",18-02-2024 09:00,67,53,27.21,176.59,48,12.81,2549.6,21.31,93.1,0.92,Clear,Snowy
"San Antonio, TX",18-02-2024 10:00,31,35,6.8,363.6,67,58.02,1925.24,25.06,36.8,0.76,Heavy Traffic,Cloudy
"San Jose, CA",18-02-2024 11:00,77,63,22.72,361.5,53,69.2,1504.51,60.21,34.4,0.97,Event Nearby,Rainy
"San Diego, CA",18-02-2024 12:00,48,32,34.37,387.78,85,60.54,3807.23,116.08,99.9,0.77,Event Nearby,Sunny
"San Jose, CA",18-02-2024 13:00,77,47,44.76,317.86,66,12.52,3550.5,19.81,50.6,0.72,Clear,Snowy
"Los Angeles, CA",18-02-2024 14:00,48,57,27.3,301.88,42,58.63,3511.45,185.43,43.1,0.95,Event Nearby,Snowy
"Los Angeles, CA",18-02-2024 15:00,69,42,11.02,272.78,73,74.42,4519.15,104.89,88.7,0.83,Clear,Sunny
"San Antonio, TX",18-02-2024 16:00,31,58,34,59.02,73,10.65,3278.93,166.64,63.7,0.8,Event Nearby,Sunny
"Phoenix, AZ",18-02-2024 17:00,43,48,41.14,365.59,69,72.46,2626.69,60.58,35.6,0.7,Heavy Traffic,Cloudy
"Houston, TX",18-02-2024 18:00,24,46,10.64,373.06,62,29.77,2252.85,80.56,89,0.72,Clear,Cloudy
"San Jose, CA",18-02-2024 19:00,26,54,41.63,89.21,49,29.11,1216.01,46.5,97,0.76,Event Nearby,Cloudy
"New York, NY",18-02-2024 20:00,69,19,32.41,114.65,67,75.23,1609.6,62.72,87,0.93,Road Construction,Rainy
"Chicago, IL",18-02-2024 21:00,39,16,42.51,127.01,72,51.59,1243.04,55.26,31.6,0.76,Event Nearby,Cloudy
"Los Angeles, CA",18-02-2024 22:00,35,35,49.86,137.89,63,17.8,1893.65,145.28,68,0.97,Road Construction,Foggy
"Dallas, TX",18-02-2024 23:00,32,15,41.09,163.86,74,10.74,4016.14,18.98,67.4,0.73,Clear,Sunny
"San Diego, CA",19-02-2024 00:00,76,28,24.76,350.59,47,55.2,2718.56,109.55,48.1,0.95,Event Nearby,Cloudy
"San Jose, CA",19-02-2024 01:00,21,53,38.72,349.48,64,46.25,4198.85,96.39,63.1,0.89,Heavy Traffic,Snowy
"San Diego, CA",19-02-2024 02:00,31,30,48.23,393.88,46,66.09,3811.51,29.83,75.3,0.71,Accident,Sunny
"New York, NY",19-02-2024 03:00,27,62,44.47,311.49,51,76.42,4699.71,90.01,40.7,0.89,Accident,Snowy
"Philadelphia, PA",19-02-2024 04:00,72,30,6.7,184.49,52,42.89,1725.09,108.35,44.9,0.71,Event Nearby,Snowy
"Houston, TX",19-02-2024 05:00,87,18,20.75,163.22,46,72.06,2087.04,32.64,97,0.76,Road Construction,Foggy
"New York, NY",19-02-2024 06:00,38,56,43.68,267.25,48,28.46,3137.7,170.58,56.4,0.92,Event Nearby,Sunny
"Chicago, IL",19-02-2024 07:00,39,56,33.17,122.01,63,51.06,3793.88,55.33,44.3,0.98,Clear,Rainy
"Philadelphia, PA",19-02-2024 08:00,69,21,15.15,152.79,68,51.77,1567.4,94.5,81.8,0.95,Clear,Snowy
"San Antonio, TX",19-02-2024 09:00,63,36,28.59,265.43,46,14.3,3563.71,191.8,71.4,0.8,Accident,Foggy
"San Diego, CA",19-02-2024 10:00,58,25,39.16,339.57,78,76.23,2440.23,156.16,59.8,0.81,Accident,Rainy
"San Jose, CA",19-02-2024 11:00,94,38,25.44,269.57,74,40.17,3294.34,65.44,75,0.87,Heavy Traffic,Sunny
"San Jose, CA",19-02-2024 12:00,42,66,14.11,71.03,89,28.41,2627.88,176.24,94.8,0.92,Accident,Sunny
"Philadelphia, PA",19-02-2024 13:00,42,20,24.53,327.13,63,43.65,1954.19,99.96,96.4,0.77,Event Nearby,Sunny
"Philadelphia, PA",19-02-2024 14:00,78,15,35.23,203.16,87,76.81,4633.96,35.34,58.3,0.9,Accident,Foggy
"Phoenix, AZ",19-02-2024 15:00,33,45,44.13,108.5,84,36.4,2251.69,156.38,54.9,0.96,Heavy Traffic,Snowy
"Philadelphia, PA",19-02-2024 16:00,50,23,35.73,286.11,89,37.43,1355.08,184.11,30.9,0.9,Heavy Traffic,Foggy
"Philadelphia, PA",19-02-2024 17:00,52,50,33.46,362.84,60,44.69,4537.46,60.35,99.7,0.75,Event Nearby,Sunny
"New York, NY",19-02-2024 18:00,21,53,21.08,183.71,79,42.76,4064.25,71.9,63.1,0.8,Heavy Traffic,Snowy
"San Antonio, TX",19-02-2024 19:00,88,22,35.6,100.2,55,75.23,2841.32,125.73,32.4,0.87,Heavy Traffic,Sunny
"Chicago, IL",19-02-2024 20:00,27,54,15.64,250.14,47,78.19,4585.21,184.88,50.3,0.71,Heavy Traffic,Rainy
"Houston, TX",19-02-2024 21:00,29,24,28.04,141.06,79,32.94,2053.95,150.6,45.2,0.8,Clear,Sunny
"San Jose, CA",19-02-2024 22:00,76,20,17.34,380.71,74,51.99,1040.72,70.24,89.9,0.81,Clear,Rainy
"Chicago, IL",19-02-2024 23:00,34,37,46.42,315.71,85,72.84,3886.76,142.06,90,0.8,Clear,Foggy
"Los Angeles, CA",20-02-2024 00:00,28,37,30.23,307.04,55,22.95,1778.27,30.24,71.8,0.99,Heavy Traffic,Foggy
"Houston, TX",20-02-2024 01:00,56,31,22.25,322.95,59,38.4,1152.99,48.14,67.2,0.78,Accident,Snowy
"Phoenix, AZ",20-02-2024 02:00,79,59,36.6,51.38,83,41.39,3161.73,78.69,94,0.89,Event Nearby,Rainy
"Dallas, TX",20-02-2024 03:00,71,47,6.58,248.75,72,30.34,4762.48,167.01,62.3,0.88,Event Nearby,Snowy
"Houston, TX",20-02-2024 04:00,74,19,26.26,154.4,76,73.54,2939.56,136.6,94.1,1,Road Construction,Cloudy
"San Jose, CA",20-02-2024 05:00,38,45,21.96,328.67,63,50.69,3608.25,136.7,41.6,0.79,Heavy Traffic,Foggy
"San Diego, CA",20-02-2024 06:00,30,43,20.53,60.66,42,63.57,3077.48,122.57,38.5,0.77,Event Nearby,Sunny
"Houston, TX",20-02-2024 07:00,66,68,42.9,231.26,80,13.83,3581.09,85.03,50,0.78,Event Nearby,Snowy
"San Antonio, TX",20-02-2024 08:00,63,68,37.06,223.22,46,54.46,1589.22,88.75,93.2,0.95,Event Nearby,Cloudy
"Dallas, TX",20-02-2024 09:00,51,45,17.4,344.76,48,65.82,1842.91,104.74,68.6,0.8,Road Construction,Cloudy
"Philadelphia, PA",20-02-2024 10:00,79,45,22.96,156.89,89,48.96,4271.09,154.28,84.1,0.98,Heavy Traffic,Foggy
"San Jose, CA",20-02-2024 11:00,74,50,49.15,120.6,78,65.43,1489.68,27.83,87.3,0.76,Clear,Snowy
"Chicago, IL",20-02-2024 12:00,38,67,32.26,250.79,80,10.53,2936.42,151.34,89.3,0.95,Accident,Cloudy
"Los Angeles, CA",20-02-2024 13:00,59,59,23,70.35,40,76.74,2782.76,55.19,74.8,0.96,Clear,Snowy
"Chicago, IL",20-02-2024 14:00,35,54,44.81,341.22,89,54.63,3524.45,192.3,95,0.77,Road Construction,Snowy
"Houston, TX",20-02-2024 15:00,54,44,20.4,253.18,43,55.56,2012.69,130.48,80.3,0.81,Event Nearby,Cloudy
"San Diego, CA",20-02-2024 16:00,83,44,42.45,392.77,88,77.38,1501.86,170.89,39.2,0.84,Event Nearby,Snowy
"Phoenix, AZ",20-02-2024 17:00,51,45,27.42,126.19,58,31.95,1272.56,65.83,94.9,0.84,Road Construction,Snowy
"Phoenix, AZ",20-02-2024 18:00,81,62,10.33,58.29,70,70.25,4939.58,139.92,75.5,0.81,Clear,Snowy
"Phoenix, AZ",20-02-2024 19:00,40,65,21.77,217.6,40,27.86,1928.03,194.47,98.8,0.92,Event Nearby,Cloudy
"Philadelphia, PA",20-02-2024 20:00,72,39,11.49,72.67,81,32.01,3594.93,10.14,61.9,0.88,Accident,Rainy
"Dallas, TX",20-02-2024 21:00,58,25,19.18,201.78,55,63.13,2185.1,116.53,90.3,0.89,Clear,Rainy
"Chicago, IL",20-02-2024 22:00,87,46,19.37,253.11,51,38.83,2921.11,115.01,68.2,0.71,Event Nearby,Snowy
"San Jose, CA",20-02-2024 23:00,71,35,41.25,95.1,74,59.95,1056.83,94.72,44.5,0.82,Heavy Traffic,Rainy
"Houston, TX",21-02-2024 00:00,68,37,38.3,336.37,85,25.11,4554.25,44.77,61.7,0.87,Heavy Traffic,Foggy
"New York, NY",21-02-2024 01:00,69,36,47.52,186.14,85,34.05,3670.44,70.99,42.3,0.72,Accident,Rainy
"San Antonio, TX",21-02-2024 02:00,55,27,19.16,113.99,82,49.88,4822.54,52.73,63.4,0.91,Road Construction,Cloudy
"Phoenix, AZ",21-02-2024 03:00,28,42,22.08,169.5,86,57.77,1255.54,48.74,67.8,0.9,Heavy Traffic,Foggy
"San Antonio, TX",21-02-2024 04:00,41,42,33.78,355.13,57,13.89,1914.3,115.03,99,0.78,Clear,Rainy
"Los Angeles, CA",21-02-2024 05:00,41,21,11.31,209.7,47,13.6,3076.42,121.21,51.2,0.71,Heavy Traffic,Foggy
"San Jose, CA",21-02-2024 06:00,39,38,7.67,148.51,62,60.55,1546.68,158.07,35.7,0.94,Road Construction,Sunny
"Los Angeles, CA",21-02-2024 07:00,47,43,22.98,68.51,80,65.39,3863.13,86.91,68.3,0.78,Road Construction,Cloudy
"Houston, TX",21-02-2024 08:00,63,34,20.61,65.54,81,38.44,3015.54,104.63,89.7,0.73,Heavy Traffic,Foggy
"Los Angeles, CA",21-02-2024 09:00,60,60,49.16,55.87,81,24.82,2127.67,86.92,65.6,0.88,Accident,Snowy
"San Antonio, TX",21-02-2024 10:00,71,37,49.98,323.33,54,78.91,2413.22,54.31,93.5,0.95,Clear,Sunny
"San Jose, CA",21-02-2024 11:00,56,46,27.71,200.93,74,23.64,1567.69,174.63,41.4,0.92,Event Nearby,Snowy
"San Antonio, TX",21-02-2024 12:00,82,18,10.78,176.99,86,11.45,1775.87,139.31,34.7,0.9,Event Nearby,Foggy
"New York, NY",21-02-2024 13:00,35,69,21.51,80.58,74,78.95,3701.57,64.17,36.5,0.85,Road Construction,Sunny
"Dallas, TX",21-02-2024 14:00,78,60,49.43,98.65,89,19.17,4066.58,101.7,79.3,0.71,Event Nearby,Rainy
"Chicago, IL",21-02-2024 15:00,94,60,28.3,324.07,78,55.87,1582.32,195.62,33,0.84,Event Nearby,Snowy
"San Diego, CA",21-02-2024 16:00,93,16,33.17,301.2,55,21.62,1786.35,38.33,66.1,0.8,Event Nearby,Snowy
"Los Angeles, CA",21-02-2024 17:00,65,42,46.26,78.65,51,39.96,1529.03,167.08,87.1,0.71,Event Nearby,Rainy
"San Diego, CA",21-02-2024 18:00,61,36,34.15,257.43,77,31.96,1929.67,50.38,34.3,0.76,Event Nearby,Cloudy
"San Jose, CA",21-02-2024 19:00,71,32,17.61,334.76,80,63.12,3158,106.25,86.1,0.75,Event Nearby,Snowy
"Phoenix, AZ",21-02-2024 20:00,25,34,6.42,366.37,89,23.12,2239.16,63.68,87.5,0.95,Heavy Traffic,Rainy
"Chicago, IL",21-02-2024 21:00,72,44,31.31,126.45,79,30.31,1877.51,18.54,50.5,0.91,Clear,Snowy
"Phoenix, AZ",21-02-2024 22:00,79,36,26.4,252.19,76,67.86,2368.48,187.68,98.5,0.82,Event Nearby,Sunny
"Houston, TX",21-02-2024 23:00,73,29,12.4,293.62,50,26.81,3548.66,108.23,60.7,1,Event Nearby,Snowy
